authors,article-title,doi,journal
Mohammed Shurrab|Andrew C.T. Ha|Jason G. Andrade|Christopher C. Cheung|Guy Amit|Allan C. Skanes|Girish M. Nair|Feng Qiu|Olivia Haldenby|Travis Quevillon|Paul Angaran|Damian Redfearn|Ratika Parkash|Jeff S. Healey|Dennis T. Ko,Regional disparities in the care and outcomes of atrial fibrillation patients in a universal health care system: a population-based cohort study,https://doi.org/10.1007/s10840-025-02094-9,Journal of Interventional Cardiac Electrophysiology
Roger Strasser|Shafik Dharamsi,Partnerships to Address Health Needs,https://doi.org/10.1007/978-3-031-94435-2_3,
Maxwell Kennel|Kerri Z. Delaney|Jessica Jurgutis|Joseph LeBlanc|Sarah Larkins|Karen Johnston|Erin Cameron,Socially Accountable Research: An Emerging Framework,https://doi.org/10.1007/978-3-031-94435-2_12,
Maxwell Kennel|Ghislaine Attema|Jyotsna Rimal|Prattama Santoso Utomo|Nicholas Torres,Empowering Faculty in Socially Accountable Medical Schools,https://doi.org/10.1007/978-3-031-94435-2_5,
Zacharie Gagné|Yasmine Sallam|Shaista Riaz|Amr ElNayal,Image-Guided Pre-Operative Magnetic Seed Localization of Breast Lesions: Experience of a Northern Ontario Hospital with the Magnetic Occult Lesion Localization Instrument (MOLLI),https://doi.org/10.32768/abc.6520237689199,Archives of Breast Cancer
Steven C. Brooks|John M. Tallon|Sandra Jenneson|Ashish R. Panchal|Robert Grierson|Laurie J. Morrison|Damon C. Scales|Andrew G. Day|Lauren O’Donnell|Randy S. Wax|Helen Connolly|Jennie Helmer|Heidi Corneil|Jim Christenson,"Protocol for a parallel-group, superiority randomized controlled trial of the PulsePoint mobile application to increase bystander resuscitation in out-of-hospital cardiac arrest",https://doi.org/10.1016/j.resplu.2025.101036,Resuscitation Plus
Meghan V. McCue|Madeline Stever|Alexandra Ransom|David A. MacLean,Whole-body exercise following doxorubicin administration alters skeletal muscle drug accumulation and amino acid pools,https://doi.org/10.1139/apnm-2025-0096,Applied Physiology Nutrition and Metabolism
Cindy Hunt|Maryam Fereig|Sarah Diaz|Elke McLellan|Shannon Kenrick-Rochon|Andrew Baker,Patient voices to enhance concussion research participation: an exploratory qualitative study,https://doi.org/10.1080/02699052.2025.2531984,Brain Injury
Denis Rompotinos,The unseen,https://doi.org/10.5489/cuaj.9340,Canadian Urological Association Journal
Rémi Goupil|Ross T. Tsuyuki|Nancy Santesso|Kristin A Terenzi|Jeffrey Habert|Gemma Cheng|Stephanie C. Gysel|Jill Bruneau|Alexander A. C. Leung|Norman R.C. Campbell|Ernesto L. Schiffrin|Gregory L. Hundemer,Guide de pratique clinique en soins de première ligne d’Hypertension Canada pour le diagnostic et le traitement de l’hypertension artérielle chez les adultes,https://doi.org/10.46747/cfp.710708e167,Canadian Family Physician
Basheer N. Elmohamady|Tamer O. Diab|Hosam Abdel Fattah Abu-Elnasr|Mahmoud Mobarak|Salah Elbashir|Amr S. El‐Dakhakhny|Rabea Omar|Ali Fallah|Alaa Elshaer|Yasser A. Noureldin,Predictors of success and complications of monoplanar renal access for conventional prone percutaneous nephrolithotomy,https://doi.org/10.5489/cuaj.9188,Canadian Urological Association Journal
Mélanie Patrie,Nothing More,https://doi.org/10.22454/fammed.2025.439818,Family Medicine
Diana C. Dima|Susan Boyko|Tracy Torchetti|Sarah McBain|Sandra Benko|Ishrat Khan|Xiang Y. Ye|Naa Kwarley Quartey|Devon Poznanski|Keira MacKinnon|Janet Papadakos,"Fertility Information Perceptions and Needs of People with Cancer, Their Family Members, and Caregivers",https://doi.org/10.1007/s00520-025-09838-3,Supportive Care in Cancer
Amaka S Odega|Damilola A Adeyemo|Joseph E. Igetei|Tochukwu W Okahia|Victoria Aliu|Okelue E Okobi,"Obesity, Depression, and Antidepressant Use: Analyzing Metabolic Side Effects in US Adults Using the National Health and Nutrition Examination Survey (NHANES)",https://doi.org/10.7759/cureus.88143,Cureus
Peter Hutten‐Czapski,The Occasional insertion of intrauterine devices: new approaches,https://doi.org/10.4103/cjrm.cjrm_14_25,Canadian Journal of Rural Medicine
Konnor Kennedy|Cory Tremblay|Alice Nielissen|Karanvir Gill|Ruba Kiwan|Aviraj Deshmukh|Stefano M. Priola|Jaspreet Kaur|Ravinder‐Jeet Singh,Access to endovascular thrombectomy treatment for stroke patients with large vessel occlusion in Northern Ontario,https://doi.org/10.4103/cjrm.cjrm_40_24,Canadian Journal of Rural Medicine
Len Kelly|Sharen Madden|Catherine Wong|Sonya Fewer|Tamar Shemesh-Lobl|Shanthive Asokan|Lauri Laakso,Sepsis management in a rural hospital in Northwest Ontario,https://doi.org/10.4103/cjrm.cjrm_60_24,Canadian Journal of Rural Medicine
Cheri Bethune|Holly Fleming|Eloho Ukochovwera Ologan|Ghislaine Attema|Erin Cameron,A rolodex of skills and roles: listening and learning from northern physician recruiters,https://doi.org/10.4103/cjrm.cjrm_58_24,Canadian Journal of Rural Medicine
Ann C Lee|Serena Topshee|Megan Harrison,L’équité en matière de produits menstruels au Canada,https://doi.org/10.1503/cmaj.241513-f,Canadian Medical Association Journal
Travis Quevillon|Babar Faridi|William F. McIntyre|Suzanne Betteridge-LeBlanc|Shannon Little|Faith Michael|Ratika Parkash|Jason G. Andrade|Andrew C.T. Ha|Guy Amit|Jeff S. Healey|Dennis T. Ko|Mohammed Shurrab,Risk of syncope and permanent pacing with rate vs rhythm control of atrial fibrillation: A systematic review and meta-analysis,https://doi.org/10.1016/j.hrthm.2025.08.014,Heart Rhythm
Alice Holton|Tianru Wang|Bisola Hamzat|Sacha Bragg|Bernadette deGonzague|Graham Mecredy|Tonya Campbell|Tony Antoniou|Lorrilee McGregor|Jonathan Bertram|Tara Gomes,"Trends in the dispensing of opioids for pain and concurrent benzodiazepine use among First Nations People in Ontario, Canada, from 2013 to 2021",https://doi.org/10.17269/s41997-025-01097-3,Canadian Journal of Public Health
Diane Francoeur|Jocelynn L. Cook|R. Douglas Wilson|Frank Potestio|Jessie L. Burns,The New SOGC Clinical Practice Guidance Development Framework: Enhancing Collaboration and Engagement,https://doi.org/10.1016/j.jogc.2025.103082,Journal of Obstetrics and Gynaecology Canada
Austin Solak|Urmi Sheth|Ragav Chona|Allie Jones|Neda Aghaei|Ricky Hu,AI literacy starts at the bedside: a call for grassroots and reflective approaches in medical education,https://doi.org/10.36834/cmej.81537,Canadian Medical Education Journal
Elaine Toombs|Brittany Skov|Megan Campbell|Jessie Lund|Christopher J. Mushquash,"A scoping review of Indigenous community-based research practices, guidelines, and ethical standards",https://doi.org/10.17269/s41997-025-01090-w,Canadian Journal of Public Health
Stephanie Welton|Margo Wilson|Barbara Zelek|David Pontin|Grace Perez|Nelly D. Oelke|Aaron Johnston|Jill Konkin,Research in place: the critical role of rural health research in Canada,https://doi.org/10.3389/fmed.2025.1600660,Frontiers in Medicine
Amadeo M. Parissenti|Sanaa Noubir|Laura B. Pritzker|A. Thomas Kovala|Carita Lannér|Jennifer A. Lemon|Tunde Onayemi|Sreepriya Pk|Gabriel Thériault|Maureen Trudeau|Michael Untch,Ribosomal RNA Degradation (RNA Disruption) in Tumour Cells: Mechanistic Insights and Potential Clinical Utility,https://doi.org/10.3390/cancers17172769,Cancers
Florence Morriello|Justin Chiu,A 74-Year-Old Woman with Leg Weakness,https://doi.org/10.1056/evidmr2400472,NEJM Evidence
William Wynne|Anita Iacono|Joanna Yang|Bisola Hamzat|Pamela Leece|Gillian Kolla|R. E. BOYD|Nikki Bozinoff|Mike Franklyn|Dana Shearer|Ashley Smoke|Fangyun Wu|Paul J. Newcombe|Tara Gomes,"Circumstances surrounding alcohol toxicity deaths and prior pharmacotherapy for alcohol use disorder in Ontario, Canada",https://doi.org/10.1093/alcalc/agaf055,Alcohol and Alcoholism
M. Redmond|Amparo Wolf|Stuart McGregor,Watch and Wait: Successful Conservative Management for a Traumatic Dural Defect at the Cervicomedullary Junction,https://doi.org/10.1017/cjn.2025.10406,Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques
Jenna Darani|Erin K. Cameron|Brian Ross,Getting the job done: educational robustness of a multi-campus Longitudinal Integrated Clerkship during the COVID-19 pandemic,https://doi.org/10.24926/jrmc.v8i2.6760,Journal of Regional Medical Campuses
Nick Bansback|Alexander C. T. Tam|Heather Palis|Steve Kanters|Evan Popoff|Martin T. Schechter|Aslam H. Anis|David C. Marsh|Eugenia Oviedo‐Joekes,Oral and injectable opioid agonist treatments for people who use street opioids: a systematic literature review and network meta-analysis,https://doi.org/10.1186/s12889-025-24365-w,BMC Public Health
Banafsheh Ghavidel‐Parsa|Milad Kazemi Taskoh|Ehsan Kazemnezhad Leili|Ali Bidari|Nader Abazari|Irandokht Shenavar Masooleh,"Pain invalidation is an independent determinant of fibromyalgia, irrespective of depression",https://doi.org/10.3344/kjp.25035,The Korean journal of pain
Ian G. Stiell|Aws Almufleh|Patrick Archambault|Marc Bains|Sophie Boisvert|Bjug Borgundvaag|Darshan H. Brahmbhatt|Nadia Bouabdallaoui|Christian Chabot|Heather D. Clark|Alexis Cournoyer|Kerstin de Wit|Debra Eagles|Ian D. Graham|Caroline McGuinty|Andrew D. McRae|Robert J.H. Miller|Judy Morris|Stuart G. Nicholls|Robert Ohle|Jeffrey J. Perry|Brian H. Rowe|Rupinder Sahsi|Frank Scheuermeyer|Guillaume St‐Pierre|Brian Steinhart|Troy Tebbenham|Suneel Upadhye|Alain Vadeboncœur|Krishan Yadav|Justin W. Yan|Amelia Yip,CAEP Acute Heart Failure Best Practices Checklist,https://doi.org/10.1007/s43678-025-00961-y,Canadian Journal of Emergency Medicine
Joseph Sadek|Carla Garcia|Nishardi Waidyaratne-Wijeratne|Khalid Bazaid|Alberto Choy|Kathryn Fung|Rajat Jayas|Sreelatha Varapravan|Michael Mak|Thomas J. Raedler|Hillary Bohler|Nina Kuzenko|Catherine Hickey|Harry Karlinsky|Marianne Côté‐Olijnyk|Michael Harrington|Debra Hamer,"Psychiatric Training During Clerkship: Specific Recommendations for Reform—Part 1, Teaching and Learning",https://doi.org/10.1177/07067437241291774,The Canadian Journal of Psychiatry
Alanna Pullen,Rural Roots Run Deeper and Reach Wider Than Expected,https://doi.org/10.1097/acm.0000000000006254,Academic Medicine
Robert Dingley|Cameron Hourtovenko|James Lee|Sujeenthar Tharmalingam|T.C. Tai,The Regulation of Catecholamine Biosynthesis by the Gas Transmitters Carbon Monoxide and Hydrogen Sulfide,https://doi.org/10.3390/cimb47090725,Current Issues in Molecular Biology
Sahr Wali|Jeremy I. Schwartz|Justice Seidel|Jenipher Kamarembo|Jenifer Atala|Ann R. Akiteng|Martha Nabadda|Cinderella Ngonzi Muhangi|Angela Mashford‐Pringle|Heather J. Ross|Joseph A Cafazzo|Isaac Ssinabulya,Use of Indigenous-Based Methodologies to Enhance the Understanding of Local Context in Ugandan Communities: Protocol for a Mixed Methods Study,https://doi.org/10.2196/75136,JMIR Research Protocols
Navneet Natt|Tyrel Jones May|Gurpreet Malhi|Jennifer Dumond|Aliya Gulamhusein|Parul Tandon,Infections in primary sclerosing cholangitis and inflammatory bowel disease: a systematic review and meta-analysis,https://doi.org/10.1093/jcag/gwaf023,Journal of the Canadian Association of Gastroenterology
Marwa Abo Shabana|Dhruv Lalkiya|Caio Vinícius Suartz|Walid Shahrour|Mohamed A. Elkoushy|Wael Shabana,"315 - Reliability of AI Chatbots in Providing Urinary Tract Infection Health Information: A Comparative Study of ChatGPT, Google Gemini, and DeepSeek",https://doi.org/10.1016/j.cont.2025.102239,Continence
Tim Dubé|Monica L. Molinaro|Roger Strasser|Saleem Razack|Erin Cameron,Drawing insights: exploring how participants experience rich picture interviews for studying complex issues in health professions education,https://doi.org/10.1007/s10459-025-10473-0,Advances in Health Sciences Education
Nicholas Preobrazenski,"Ne pas nuire, pas même aux résidents",https://doi.org/10.46747/cfp.7109546,Canadian Family Physician
Camila de Moraes|Catharina Ribeiro Lyra|Alice Matos Fontes|José de Bessa|William Carlos Nahas|Leopoldo Alves Ribeiro‐Filho|Caio Vinícius Suartz,Partial prostatectomy in prostate cancer: a systematic review of current evidence,https://doi.org/10.1016/j.clinsp.2025.100777,Clinics
Lulu X Pei|Herbert Chan|Floyd Besserer|Jeffrey Eppler|Jacques Lee|Andrew MacPherson|Michael J. McGrath|Robert Ohle|John Taylor|Christian Vaillancourt|Jeffrey R. Brubacher,"A comparison of the prevalence of cannabis and alcohol use among drivers and passengers in British Columbia and Ontario, Canada",https://doi.org/10.1016/j.aap.2025.108242,Accident Analysis & Prevention
Brian Ross,"Reclaiming male erotic desire: Psychology, theology and pastoral practice",https://doi.org/10.4102/hts.v81i1.10890,HTS Teologiese Studies / Theological Studies
Katherine Fierlbeck|Jasmine Pawa,Dynamics of public health federalism in Canada,https://doi.org/10.1177/08404704251362066,Healthcare Management Forum
Beth Harland|C. Poulin|Laurel Schmanda|Emily M. Hunt|Karen Ritchie|Susan Powell|Gayle Adams-Carpino,Student-Led Blood Pressure Clinics: A Community-Level Intervention to Improve Blood Pressure Health Literacy among Adults Living in Northern Ontario,https://doi.org/10.59586/jsrc.v11i1.550,Journal of Student-Run Clinics
Peter Milner|Philips Zachariah|Jijo Francis|Siji George|Adarsh V. Parekkattil|Suni Jose|S Athithya|Caren Babu|Brian K. Johnson|Loitongbam Surajkumar Singh|Shuma Adhikari,"A Multifunctional, Embedded-based, Bluetooth-enabled, Programmable, Biphasic-waveform Stimulator with Real-time Neural Signal Acquisition",https://doi.org/10.3791/68837,Journal of Visualized Experiments
R. Arendse|Proton Rahman|P. Baer|Derek Haaland|Louis Bessette|D. Sholter|Meagan Rachich|Emmanouil Rampakakis|Anne Marilise Marrache|A.J. Lehman|Odalis Asin-Milan,"Safety of Golimumab in Patients with Rheumatoid Arthritis, Psoriatic Arthritis, and Axial Spondyloarthritis: Results from a Real-World Canadian Setting",https://doi.org/10.1007/s40744-025-00788-0,Rheumatology and Therapy
Ak’ingabe Guyon|Mathieu Masse Jolicoeur|Jasmine Pawa,Making sense of recurrent boom and bust cycles in Canadian public health systems,https://doi.org/10.17269/s41997-025-01110-9,Canadian Journal of Public Health
Caio Vinícius Suartz|Henrique L. Lepine|Caio Felipe Araújo Matalani|Marco Parente|Daniella Jorge de Moura|Leonardo Bandeira Cerqueira Zollinger|Roberto Iglesias Lopes|José de Bessa|Maurício Cordeiro|Leonardo Oliveira Reis|Jeremy Teoh Yuen Chun|José Maurício Motta|William Carlos Nahas|Paul Toren|Leopoldo Alves Ribeiro‐Filho,The efficacy and safety of tranexamic acid use during radical cystectomy,https://doi.org/10.5489/cuaj.9266,Canadian Urological Association Journal
C-M Latcu|L. Allen|N Forfar|Maggie Partyka-Sitnik|D Pegahmagabow|Christian A. Tryon|Jenna Smith‐Turchyn|J. L. Davis,Working with Parry sound area local Canadian First Nations to describe a good death and ensure cultural sensitivity at the end-of-life,https://doi.org/10.1186/s12904-025-01880-6,BMC Palliative Care
Noah Dickinson|Alyssa Murray|Megan M. Davis|Kaitlyn Marshall-Bergeron|Jessica Dougherty|Wuroud Al-Khayyat|R. Narendrula|Mitchell W. Lavoie|Emma Mageau|Ronan Derbowka|A. Thomas Kovala|Douglas R. Boreham|Natalie Lefort|Christopher Thome|T.C. Tai|Sujeenthar Tharmalingam,"Molecular Adaptations to Repeated Radiation Exposure in Triple-Negative Breast Cancer: Dysregulation of Cell Adhesion, Mitochondrial Function, and Epithelial–Mesenchymal Transition",https://doi.org/10.3390/ijms26199611,International Journal of Molecular Sciences
Sogand Ghasemzadeh|Fateme Moshirenia|Mojdeh Banaei|Saeed Hosseini Teshnizi|Vahid Mehrnoush|Mahshid Bokaie,Comparison of Good-Enough Sex Model (GESM) and PERMA Counseling Models on Women’s Sexual Function and Quality of Life: A Randomized Parallel Clinical Trial,https://doi.org/10.1080/15546128.2025.2532778,American Journal of Sexuality Education
Ravinder‐Jeet Singh,Reviewer Comment on Quinn et al. “Central Retinal Artery Occlusion at a Canadian Academic Centre”,https://doi.org/10.1017/cjn.2025.26,Canadian Journal of Neurological Sciences / Journal Canadien des Sciences Neurologiques
Wuroud Al-Khayyat|Taylor Laframboise|Jessica Dougherty|Marc S. Mendonca|Douglas R. Boreham|T.C. Tai|Christopher Thome|Sujeenthar Tharmalingam,FRA1 (FOSL1) suppresses neoplastic transformation and modulates radiation responses via transcriptional control of mitogenic and stress-responsive networks,https://doi.org/10.3389/fcell.2025.1659986,Frontiers in Cell and Developmental Biology
Celine Marie-Emanuelle Lajoie|Karen A. Kidd|Carl P. J. Mitchell|Robert Mackereth|Erik J. S. Emilson,Temporal and regional effects of forest harvesting on mercury bioaccumulation and biomagnification in boreal stream food webs,https://doi.org/10.1016/j.envres.2025.123041,Environmental Research
Joseph Sadek|Khalid Bazaid|Michael Harrington|Alberto Choy|Debra Hamer|Kathryn Fung|Rajat Jayas|Sreelatha Varapravan|Michael Mak|Thomas J. Raedler|Hillary Bohler|Nina Kuzenko|Catherine Hickey|Harry Karlinsky|Marianne Côté‐Olijnyk|Rachana Bodani|Nishardi Waidyaratne-Wijeratne|Carla Garcia,"Psychiatric Training During Clerkship, Part 2: Specific Recommendations for Reform—Assessment and Evaluation",https://doi.org/10.1177/07067437251347862,The Canadian Journal of Psychiatry
Ioannis A. Voutsadakis,The Landscape of Genomic Alterations in Receptor Tyrosine Kinase Pathways in Biliary Cancers: Implications for Targeted Therapies,https://doi.org/10.1007/s12029-025-01335-4,Journal of Gastrointestinal Cancer
Rezan Ashayeri Ahmadabad|Kaitlyn Sobchuk|Sukhinder Kaur Cheema|PN Sylaja|Mohammed Almekhlafi|Aviraj S. Deshmukh|Jesse Dawson|Sung‐Il Sohn|Laura C. Gioia|Ashfaq Shuaib|Brian Buck|Mahesh Kate,Risk of Early Recurrent Stroke and Thrombotic Events After Reperfusion Therapy in Acute Ischemic Stroke: A Meta-Analysis,https://doi.org/10.1161/strokeaha.125.050672,Stroke
Galicier Lionel|Ronan Derbowka|Shayen Sreetharan|Jocelyn S. Bel|Jessica Dougherty|Douglas R. Boreham|T.C. Tai|Christopher Thome|Simon J. Lees|Sujeenthar Tharmalingam,Plasma miRNAome Profiling Reveals Candidate Biomarkers for Low- and High-Dose Whole-Body Ionizing Radiation Exposure,https://doi.org/10.1177/15593258251391602,Dose-Response
P. Wheatley-Price|Leah C. Young|Philippe Joubert|F. Gwadry Sridhar|Sekhar Surapaneni|O. Aseyev|Shuangge Ma|Kassandra R. Bisson|Alexander C. Y. Foo|Brandon S. Sheffield|M. Richardson|G. Liu|P. Cheema|M.S. Kuruvilla,P1.11.36 Strengthening Real World Evidence Generation Through an Expanding Multicenter Canadian Lung Cancer Registry,https://doi.org/10.1016/j.jtho.2025.09.336,Journal of Thoracic Oncology
Robert Ohle|Sarah McIsaac,Impact of public CPR kiosks on bystander CPR rates in Northern Ontario,https://doi.org/10.1016/j.resplu.2025.101150,Resuscitation Plus
Robert Ohle|Danielle Carole Roy|Elger Baraku|Kashyap Patel|David W. Savage|Sarah McIsaac|Ravinder Singh|Daniel Lelli|Darren Tse|Peter Johns|Krishan Yadav|Jeffrey J. Perry,A Prospective Multi‐Center Implementation Study to Improve the Diagnosis and Treatment of Benign Paroxysmal Positional Vertigo,https://doi.org/10.1111/acem.70177,Academic Emergency Medicine
Ioannis A. Voutsadakis,ETS Family Transcription Factors in Gastric Cancer and the Role of ELF3 in the Core Metaplasia Transcription Factor Network,https://doi.org/10.32604/or.2025.069230,Oncology Research Featuring Preclinical and Clinical Cancer Therapeutics
Francisco O. Durazo-Ruiz|Rocío Roldán-Testillano|Lara Rodríguez‐Sánchez|M. Pilar Laguna|Liam Nicholas Mendez-Bisgaard|Adel Arezki|Hani M. EL-Khatib|Alejandro Hevia-Feliu|Kai Zhang|Jonathan Fainberg|Nathan Perlis|Jean de la Rosette|B. Miñana|Theo M. de Reijke|Maurice Anidjar|Mark Emberton|Phillip D. Stricker|Rafael Sánchez-Salas,Irreversible electroporation in focal therapy for prostate cancer: current status and future directions,https://doi.org/10.1016/j.prnil.2025.11.001,Prostate International
Jenna Cross|Carmen Soltys|Sarah M. Giles,The Occasional Bartholin cyst management,https://doi.org/10.4103/cjrm.cjrm_46_25,Canadian Journal of Rural Medicine
Meghan V. McCue|Irena A. Rebalka|Miguel L. Paquette|Thomas J. Hawke|David A. MacLean,"Tumor growth and chemotherapy alter skeletal muscle, cardiac, and hepatic amino acid pools in mice",https://doi.org/10.1152/ajpcell.01003.2024,American Journal of Physiology-Cell Physiology
Farihah Ali|Jordan Mende-Gibson|Sameer Imtiaz|Cayley Russell|Shannon Chellew Paternostro|Sami Aftab Abdul|Nikki Bozinoff|David C. Marsh|Pamela Leece|Jürgen Rehm,Mapping the overdose crisis in Ontario: geographic disparities in opioid-related harms and services,https://doi.org/10.1186/s12889-025-25103-y,BMC Public Health
Sebastian Diebel|Aidan Wharton|Patricia A. King|Michelle W. Parker,Can implementation of in situ simulation support rural emergency provider self-confidence and improve patient safety? A mixed-methods study,https://doi.org/10.4103/cjrm.cjrm_70_24,Canadian Journal of Rural Medicine
Alexandre Haddad|Luiz F. Ybarra,Coronary Artery Fistulas: Algorithmic Approach to Diagnosis and Management,https://doi.org/10.1016/j.cjca.2025.11.011,Canadian Journal of Cardiology
Dominique D. Gagnon|Alexus McCue|Juha E. Peltonen|David G. Marsh|David A. MacLean|Olivier Serresse,The effects of muscle temperature on the muscle blood flow-oxygen consumption relationship during single leg isokinetic exercise,https://doi.org/10.1016/j.jtherbio.2025.104318,Journal of Thermal Biology
Qirui Hou|Sameer Parpia|Marcin Wierzbicki|Vijayananda Kundapur|Sergio Faria|Gordon S Okawara|Theodoros Tsakiridis|Naseer Ahmed|Alexis Bujold|Khalid Hirmiz|Timothy Owen|Nelson Leong|Kevin Ramchandar|Édith Filion|Harold Lau|Zsolt Gabos|Robert M. Thompson|Brian Yaremko|S. Mehiri|Alexander V. Louie|Kimmen Quan|Mark N. Levine|James R. Wright|Timothy J. Whelan|Anand Swaminath,Quality of Life of Stereotactic Versus Hypofractionated Radiation Therapy for Inoperable Stage I Non-Small Cell Lung Cancer: Results From the LUSTRE Trial,https://doi.org/10.1016/j.ijrobp.2025.11.026,International Journal of Radiation Oncology*Biology*Physics
Rebecca Rodrigues|Jordan Edwards|Candice Madakadze|Richard Booth|Suzanne Archie|Arlene G. MacDougall|Lena Palaniyappan|Chiachen Cheng|Sarah Chan|Katalin Nagy|Kelly K. Anderson|the project co‐investigators,"Barriers and Opportunities for Collaboration With Primary Care: Perspectives of Early Psychosis Intervention Programs in Ontario, Canada",https://doi.org/10.1111/eip.70108,Early Intervention in Psychiatry
Shayenthiran Sreetharan|Sujeenthar Tharmalingam|Cameron Hourtovenko|Felix Tubin|Christopher D. McTiernan|Christopher Thome|Neelam Khaper|Douglas R. Boreham|Simon J. Lees|T.C. Tai,Whole Transcriptome Analysis of the Mouse Placenta Following Radiation-Induced Growth Restriction,https://doi.org/10.3390/radiation5040035,Radiation
Lauren Pickel|Rosa Sommer|Lei Yu|Georg A. Bjarnason|Aron S. Buchman|David A. Bennett|Sheldon W. Tobe|Andrew Lim,Lower circadian rhythmicity of rest-activity patterns is associated with a higher risk of chronic kidney disease in older adults,https://doi.org/10.1080/07420528.2025.2584191,Chronobiology International
Barbara Ballantyne|D. Lavoie|Rebecca Chau|Matthew Bertrand|Chidubem Ekpereamaka Okechukwu|Mercy Kingsley-Emereuwa|Zexin Yao|Christine Pun,Feasibility and outcomes of point-of-care ultrasound training for registered nurses in palliative care,https://doi.org/10.12968/ijpn.2025.0031,International Journal of Palliative Nursing
Robert Ohle|Sarah McIsaac,A Monte Carlo Simulation Algorithm to Assess Rollout Feasibility in Stepped-Wedge Trials: A Case Study of National CPR Training Kiosk Deployment,https://doi.org/10.3390/a18120747,Algorithms
Emily R Pynn|Priyanka Azad|Sanjay Azad,Evaluating outcomes of plastic surgery in an ambulatory setting: an efficiency model for high-volume procedures in Northern Ontario,https://doi.org/10.1093/ijcoms/lyaf020,IJQHC Communications
Danika Bongfeldt|Sylvia Martinez-Cabriales,Navigating the Misdiagnosis of Pityriasis Rubra Pilaris and Successful Treatment With Guselkumab: A Case Report of Dual Biologic Therapy,https://doi.org/10.7759/cureus.98267,Cureus
Mario D. Bassi|Matthew Kuchtaruk|Nina Jiang|Cameron Sartor|Sapna Sheth|Adrián Baranchuk,Is There a Doctor on Board?: In-Flight Sudden Cardiac Arrest and Automated External Defibrillator Use,https://doi.org/10.1016/j.cjca.2025.10.010,Canadian Journal of Cardiology
Megan Mertz|Kelvi Toskovich|Gemma Shields|Ghislaine Attema|Jennifer Dumond|Erin Cameron,Exploring trust factors in AI-healthcare integration: a rapid review,https://doi.org/10.3389/frai.2025.1658510,Frontiers in Artificial Intelligence
Jonathan M. Loree|Emma Titmuss|Chris J. O’Callaghan|Carl J. Brown|Russell W. Madison|Derek J. Jonker|Alexey Aleshin|Vallerie Gordon|Sunil V. Patel|Antonio Caycedo‐Marulanda|Amanda Young|Yanmei Huang|William Camara|Alexander D. Fine|Prapti Pokharel|Dongsheng Tu|Hagen F. Kennecke,Detection of Molecular Residual Disease by Circulating Tumor DNA in Early-Stage Node-Negative Rectal Cancers (CCTG CO.28) Using a Tumor-Informed Assay,https://doi.org/10.1200/oa-25-00055,JCO oncology advances.
Brett L. Houston|Daniel I. McIsaac|Rodney H. Breau|Peter Greenstreet|Meghan Andrews|Sinziana Avramescu|Hema Bagry|Robert Balshaw|Jayesh Daya|Kaitlin Duncan|Christopher Harle|Eric Jacobsohn|Tina Kerelska|Marshall Pitz|Paul Komenda|Sarah McIsaac|Tim Ramsay|Tarit Saha|Alan Tinmouth|Angela Recio|Dayna Solvason|Daniel J. Szoke|Marshall Tenenbein|Robert Talarico|Dean Fergusson|Ryan Zarychanski,A hospital policy of tranexamic acid to reduce transfusion in major non-cardiac surgery: The traction trial,https://doi.org/10.1182/blood-2025-lba-5,Blood
Raj Padwal|Michael P. Dorsch|Sheldon W. Tobe|Jennifer Ringrose|Ernesto L. Schiffrin|Ross D. Feldman|Bhanu Prasad|Alexander A. C. Leung|Lisa Dubrofsky|Karen C. Tran|Mina Madan|Lindsay Machan|Nadia Khan,The Role of Renal Denervation in the Treatment of Hypertension in Canada: A Case-Based Discussion from the Canadian Hypertension Specialists Society,https://doi.org/10.1093/ajh/hpaf236,American Journal of Hypertension
Charlotte Slots|Matthias Boeykens|Kim Pauwaert|Alba Sierra|Toon Mylle|Yasser A. Noureldin|Thomas Tailly|Olivier Traxer,Under pressure: what we thought we knew about gravity irrigation in flexible ureteroscopy,https://doi.org/10.1007/s00240-025-01891-1,Urolithiasis
Eleftherios Soleas|Clare Cook|Teresa M. Chan|Stephen G. Miller,What counts? Defining scholarship in continuing professional development using a national modified Delphi study,https://doi.org/10.36834/cmej.81150,Canadian Medical Education Journal
Andrea Phillips Beyer|Melissa Ross|Martin A. Katzman|Antonio Olivieri|Sebastian Heidenreich,Patient preferences for the benefits and risks of insomnia medication in a clinical trial and real-world setting,https://doi.org/10.1186/s41606-025-00159-2,Sleep Science and Practice
Banke Oketola|Sasha Bernatsky|Luck Lukusa|Cristiano Soares de Moura|Autumn Neville|Yvette Leung|Neeraj Narula|Waqqas Afif|Marina Gabriela Birck|Petros Zezos|Harminder Singh,Drug Discontinuation and Persistent Symptoms Among Initiators of Bio-Originator and Biosimilar Anti–tumor Necrosis Factor Drugs in Inflammatory Bowel Disease: Real-world Contemporary Data From the CAnadian Network for Advanced Interdisciplinary Methods/CIRC Registry,https://doi.org/10.1016/j.gastha.2025.100821,Gastro Hep Advances
